Nasdaq-composite 3x, 1971-2025
Date, Close-price
1975-04-01,34.340821
1975-04-02,34.614018
1975-04-03,33.693968
1975-04-04,33.397263
1975-04-07,32.874383
1975-04-08,33.126447
1975-04-09,34.286517
1975-04-10,34.777623
1975-04-11,35.535056
1975-04-14,36.959997
1975-04-15,37.218091
1975-04-16,37.923943
1975-04-17,38.303183
1975-04-18,38.038888
1975-04-21,39.500423
1975-04-22,38.691234
1975-04-23,38.247866
1975-04-24,37.998551
1975-04-25,38.830849
1975-04-28,38.297567
1975-04-29,37.622418
1975-04-30,38.666679
1975-05-01,39.744856
1975-05-02,41.218931
1975-05-05,42.590327
1975-05-06,42.070677
1975-05-07,42.851595
1975-05-08,44.132242
1975-05-09,45.260806
1975-05-12,44.408272
1975-05-13,44.489211
1975-05-14,45.396823
1975-05-15,45.199707
1975-05-16,44.626453
1975-05-19,43.895671
1975-05-20,43.622628
1975-05-21,42.231097
1975-05-22,43.185796
1975-05-23,44.869598
1975-05-27,44.657795
1975-05-28,43.829495
1975-05-29,43.508713
1975-05-30,45.615518
1975-06-02,46.899999
1975-06-03,47.336122
1975-06-04,47.167345
1975-06-05,47.504095
1975-06-06,48.400718
1975-06-09,47.098917
1975-06-10,46.072956
1975-06-11,46.404416
1975-06-12,45.388625
1975-06-13,46.110555
1975-06-16,47.072228
1975-06-17,46.097277
1975-06-18,46.163580
1975-06-19,47.955481
1975-06-20,49.129554
1975-06-23,50.045978
1975-06-24,50.851195
1975-06-25,50.975035
1975-06-26,51.240838
1975-06-27,51.329746
1975-06-30,52.255462
1975-07-01,51.012428
1975-07-02,49.789264
1975-07-03,50.765980
1975-07-07,49.705902
1975-07-08,49.340076
1975-07-09,51.264217
1975-07-10,51.850941
1975-07-11,52.513782
1975-07-14,53.200316
1975-07-15,53.965700
1975-07-16,52.843459
1975-07-17,52.371805
1975-07-18,52.173449
1975-07-21,51.723782
1975-07-22,49.846060
1975-07-23,47.927114
1975-07-24,47.111527
