NASDAQ100,LEVERAGE 2.0x,1986-2025
1986-05-09,188.75199245273555,0.96%
1986-05-12,188.37448846783008,-0.20%
1986-05-13,186.71679296931316,-0.88%
1986-05-14,186.60476289353156,-0.06%
1986-05-15,183.65640763981375,-1.58%
1986-05-16,181.85657484494357,-0.98%
1986-05-19,182.58400114432334,0.40%
1986-05-20,186.5643323692696,2.18%
1986-05-21,187.57177976406368,0.54%
1986-05-22,192.78627524150465,2.78%
1986-05-23,194.05866465809856,0.66%
1986-05-27,196.5426155657222,1.28%
1986-05-28,196.85708375062737,0.16%
1986-05-29,197.60514066887976,0.38%
1986-05-30,201.35963834158846,1.90%
1986-06-02,198.58087533247453,-1.38%
1986-06-03,198.779456207807,0.10%
1986-06-04,198.06385016545886,-0.36%
1986-06-05,199.3710715765509,0.66%
1986-06-06,198.1748451470916,-0.60%
1986-06-09,190.1685814031491,-4.04%
1986-06-10,188.95150248216893,-0.64%
1986-06-11,193.56191914273384,2.44%
1986-06-12,194.37487920313333,0.42%
1986-06-13,199.1565012315304,2.46%
1986-06-16,195.37252770813132,-1.90%
1986-06-17,189.94117143784524,-2.78%
1986-06-18,189.71324203211984,-0.12%
1986-06-19,191.61037445244105,1.00%
1986-06-20,192.33849387536034,0.38%
1986-06-23,192.2615584778102,-0.04%
1986-06-24,195.26083879006407,1.56%
1986-06-25,198.189751371915,1.50%
1986-06-26,197.51590621725052,-0.34%
1986-06-27,197.2788871297898,-0.12%
1986-06-30,199.72514533019918,1.24%
1986-07-01,201.44278158003888,0.86%
1986-07-02,203.0140352763632,0.78%
1986-07-03,204.39453071624243,0.68%
1986-07-07,187.30714794836456,-8.36%
1986-07-08,176.93033195202517,-5.54%
1986-07-09,181.88438124668187,2.80%
1986-07-10,179.26524615672966,-1.44%
1986-07-11,175.9309125782145,-1.86%
1986-07-14,167.69734586955408,-4.68%
1986-07-15,160.8888336272502,-4.06%
1986-07-16,163.43087719856075,1.58%
1986-07-17,165.81696800565973,1.46%
1986-07-18,164.2251251128054,-0.96%
1986-07-21,162.68140893674502,-0.94%
1986-07-22,163.42974341785404,0.46%
1986-07-23,162.90676823891692,-0.32%
1986-07-24,163.1348377144514,0.14%
1986-07-25,165.32084453982506,1.34%
1986-07-28,159.17090912294356,-3.72%
1986-07-29,156.33766694055515,-1.78%
1986-07-30,156.9942851417055,0.42%
1986-07-31,156.9942851417055,0.00%
1986-08-01,156.27211143005363,-0.46%
1986-08-04,152.6778528671624,-2.30%
1986-08-05,151.24268105021108,-0.94%
1986-08-06,148.42956718267715,-1.86%
1986-08-07,148.75611223047903,0.22%
1986-08-08,152.14775158933395,2.28%
1986-08-11,158.8726822095825,4.42%
1986-08-12,162.39965575463523,2.22%
1986-08-13,166.3297274238974,2.42%
1986-08-14,168.9244711717102,1.56%
1986-08-15,167.94470923891427,-0.58%
1986-08-18,166.83627415793742,-0.66%
1986-08-19,165.76852200332664,-0.64%
1986-08-20,168.35451094657853,1.56%
1986-08-21,168.9269162837969,0.34%
1986-08-22,171.021610045716,1.24%
1986-08-25,168.69571614909424,-1.36%
1986-08-26,171.4960650371692,1.66%
1986-08-27,173.45112017859293,1.14%
1986-08-28,173.48581040262866,0.02%
1986-08-29,172.7224728368571,-0.44%
1986-09-02,167.33353168434715,-3.12%
1986-09-03,168.40446628712698,0.64%
1986-09-04,171.94096007915664,2.10%
1986-09-05,168.02070618935187,-2.28%
1986-09-08,161.03104481187484,-4.16%
1986-09-09,159.29190952790657,-1.08%
1986-09-10,157.06182279451588,-1.40%
1986-09-11,143.4288565759519,-8.68%
1986-09-12,136.31478528978468,-4.96%
1986-09-15,136.12394459037898,-0.14%
1986-09-16,136.6684403687405,0.40%
1986-09-17,139.0464712311566,1.74%
1986-09-18,142.60606089467421,2.56%
1986-09-19,143.29056998696865,0.48%
1986-09-22,146.7295436666559,2.40%
1986-09-23,145.55570731732266,-0.80%
1986-09-24,144.88615106366296,-0.46%
1986-09-25,141.524792358986,-2.32%
1986-09-26,141.4681824420424,-0.04%
1986-09-29,137.22413696878112,-3.00%
1986-09-30,141.20363694087575,2.90%
1986-10-01,142.75687694722538,1.10%
1986-10-02,142.67122282105703,-0.06%
1986-10-03,143.3845789351623,0.50%
1986-10-06,144.5316555666436,0.80%
1986-10-07,142.7105567065039,-1.26%
1986-10-08,144.79413083441884,1.46%
1986-10-09,144.59141905125065,-0.14%
1986-10-10,146.06625152557342,1.02%
1986-10-13,147.76062004327008,1.16%
1986-10-14,148.3812146474518,0.42%
1986-10-15,150.75531408181104,1.60%
1986-10-16,150.3030481395656,-0.30%
1986-10-17,148.83007826779783,-0.98%
1986-10-20,146.53809506247376,-1.54%
1986-10-21,146.18640363432382,-0.24%
1986-10-22,146.9465729332223,0.52%
1986-10-23,150.82596245865938,2.64%
1986-10-24,150.43381495626684,-0.26%
1986-10-27,149.98251351139805,-0.30%
1986-10-28,151.54233165191658,1.04%
1986-10-29,152.87590417045342,0.88%
1986-10-30,156.39204996637383,2.30%
1986-10-31,155.73520335651506,-0.42%
1986-11-03,156.451585291955,0.46%
1986-11-04,158.9548106566263,1.60%
1986-11-05,159.39988412646485,0.28%
1986-11-06,157.71024535472432,-1.06%
1986-11-07,156.6378156863122,-0.68%
1986-11-10,155.29073047140992,-0.86%
1986-11-11,157.5579751362925,1.46%
1986-11-12,158.06216065672865,0.32%
1986-11-13,153.35190826915812,-2.98%
1986-11-14,153.53593055908112,0.12%
1986-11-17,148.59207359507872,-3.22%
1986-11-18,147.4627738357561,-0.76%
1986-11-19,145.10336945438402,-1.60%
1986-11-20,148.7889950385254,2.54%
1986-11-21,152.15162632639607,2.26%
1986-11-24,155.55982275610734,2.24%
1986-11-25,158.29767563661483,1.76%
1986-11-26,160.67214077116404,1.50%
1986-11-28,163.017954026423,1.46%
1986-12-01,160.60528830683194,-1.48%
1986-12-02,164.97375214877778,2.72%
1986-12-03,167.71231643444747,1.66%
1986-12-04,167.47751919143926,-0.14%
1986-12-05,165.36730244962712,-1.26%
1986-12-08,162.68835214994317,-1.62%
1986-12-09,160.54086590156393,-1.32%
1986-12-10,160.73351494064582,0.12%
1986-12-11,158.80471276135808,-1.20%
1986-12-12,156.4226420699377,-1.50%
1986-12-15,154.4517167798565,-1.26%
1986-12-16,155.34753673717967,0.58%
1986-12-17,152.24058600243606,-2.00%
1986-12-18,151.84476047882973,-0.26%
1986-12-19,153.78837341295875,1.28%
1986-12-22,154.46504225597576,0.44%
1986-12-23,151.7155645038194,-1.78%
1986-12-24,151.68522139091863,-0.02%
1986-12-26,152.01892887797865,0.22%
1986-12-29,152.01892887797865,0.00%
1986-12-30,149.00895408619468,-1.98%
1986-12-31,148.77053975965677,-0.16%
1987-01-02,151.8352128787057,2.06%
1987-01-05,161.4919324177914,6.36%
1987-01-06,165.10935170394993,2.24%
1987-01-07,173.7610817332369,5.24%
1987-01-08,179.94697624294014,3.56%
1987-01-09,182.93409604857294,1.66%
1987-01-12,188.3489452916107,2.96%
1987-01-13,189.06467128371884,0.38%
1987-01-14,196.24912879250016,3.80%
1987-01-15,199.86011276228214,1.84%
1987-01-16,195.8629105070365,-2.00%
1987-01-19,205.38184795767847,4.86%
1987-01-20,205.5461534360446,0.08%
1987-01-21,199.95529806258418,-2.72%
1987-01-22,208.91329541578793,4.48%
1987-01-23,205.9885092799669,-1.40%
1987-01-26,199.52047008857593,-3.14%
1987-01-27,205.66570056730407,3.08%
1987-01-28,208.0514226938848,1.16%
1987-01-29,203.34946054100303,-2.26%
1987-01-30,205.66764439117048,1.14%
1987-02-02,214.63475368662554,4.36%
1987-02-03,217.76842109045026,1.46%
1987-02-04,222.68998740709443,2.26%
1987-02-05,225.58495724338664,1.30%
1987-02-06,225.58495724338664,0.00%
1987-02-09,223.01328873081204,-1.14%
1987-02-10,219.66808939984986,-1.50%
1987-02-11,228.9820163904035,4.24%
1987-02-12,229.7147588428528,0.32%
1987-02-13,237.01968817405555,3.18%
1987-02-17,249.15509620856716,5.12%
1987-02-18,242.5275706494193,-2.66%
1987-02-19,238.93816260380788,-1.48%
1987-02-20,235.7841788574376,-1.32%
1987-02-23,233.1905528900058,-1.10%
1987-02-24,236.4085825198879,1.38%
1987-02-25,241.75141648483734,2.26%
1987-02-26,244.99088546573418,1.34%
1987-02-27,246.50982895562174,0.62%
1987-03-02,241.9740481028383,-1.84%
1987-03-03,240.6189934334624,-0.56%
1987-03-04,247.88568703515298,3.02%
1987-03-05,251.65354947808734,1.52%
1987-03-06,250.59660457027937,-0.42%
1987-03-09,245.6849111207019,-1.96%
1987-03-10,251.08997916535736,2.20%
1987-03-11,253.40000697367867,0.92%
1987-03-12,251.93028693323132,-0.58%
1987-03-13,247.5466999405931,-1.74%
1987-03-16,246.40798512086636,-0.46%
1987-03-17,254.93370140604833,3.46%
1987-03-18,255.341595328298,0.16%
1987-03-19,260.60163219206095,2.06%
1987-03-20,265.76154450946376,1.98%
1987-03-23,264.5921937136221,-0.44%
1987-03-24,266.76184970207385,0.82%
1987-03-25,266.81520207201424,0.02%
1987-03-26,268.25600416320316,0.54%
1987-03-27,263.58834969076344,-1.74%
1987-03-30,249.03827278783328,-5.52%
1987-03-31,255.01519133474127,2.40%
1987-04-01,255.11719741127516,0.04%
1987-04-02,259.4541897672668,1.70%
1987-04-03,269.67668484409717,3.94%
1987-04-06,268.3822367568455,-0.48%
1987-04-07,258.6131233388963,-3.64%
1987-04-08,263.68194055633865,1.96%
1987-04-09,262.15258530111186,-0.58%
1987-04-10,260.8942528916665,-0.48%
1987-04-13,248.8409384080715,-4.62%
1987-04-14,237.44402342898184,-4.58%
1987-04-15,244.66232174122288,3.04%
1987-04-16,248.13652670994824,1.42%
1987-04-20,243.76932383985317,-1.76%
1987-04-21,250.44860331306518,2.74%
1987-04-22,248.64537336921111,-0.72%
1987-04-23,248.14808262247269,-0.20%
1987-04-24,239.0162331819657,-3.68%
1987-04-27,236.81728383669162,-0.92%
1987-04-28,241.31681222958872,1.90%
1987-04-29,243.87477043922235,1.06%
1987-04-30,250.84958887378409,2.86%
1987-05-01,253.55876443362092,1.08%
1987-05-04,255.2322522788828,0.66%
1987-05-05,264.2164275590995,3.52%
1987-05-06,262.9481887068158,-0.48%
1987-05-07,264.9465949409876,0.76%
1987-05-08,265.90040268277517,0.36%
1987-05-11,262.7627779311184,-1.18%
1987-05-12,262.0270421529113,-0.28%
1987-05-13,265.69542074305207,1.40%
1987-05-14,266.9707587626187,0.48%
1987-05-15,259.0684243032452,-2.96%
1987-05-18,252.3326452713608,-2.60%
1987-05-19,241.4823415246923,-4.30%
1987-05-20,242.11019561265647,0.26%
1987-05-21,244.67656368615062,1.06%
1987-05-22,241.93618617286572,-1.12%
1987-05-26,251.3233101963729,3.88%
1987-05-27,253.48469066406167,0.86%
1987-05-28,259.3655354874679,2.32%
1987-05-29,261.18109423588015,0.70%
1987-06-01,253.13671653341504,-3.08%
1987-06-02,249.4409204720272,-1.46%
1987-06-03,252.83331699044678,1.36%
1987-06-04,254.1480502387971,0.52%
1987-06-05,252.62316193736433,-0.60%
1987-06-08,257.62510054372416,1.98%
1987-06-09,262.93217761492485,2.06%
1987-06-10,264.4571842450914,0.58%
1987-06-11,263.45224694496005,-0.38%
1987-06-12,265.4017935723528,0.74%
1987-06-15,263.278579223774,-0.80%
1987-06-16,262.1201534751894,-0.44%
1987-06-17,267.2052844526081,1.94%
1987-06-18,270.9461584349446,1.40%
1987-06-19,270.0249414962658,-0.34%
1987-06-22,271.05103627395164,0.38%
1987-06-23,269.4247300563079,-0.60%
1987-06-24,269.6402698403529,0.08%
1987-06-25,268.0224282213108,-0.60%
1987-06-26,267.2183609366469,-0.30%
1987-06-29,266.20293116508765,-0.38%
1987-06-30,262.1034060251453,-1.54%
1987-07-01,262.7324541996057,0.24%
1987-07-02,265.2546857599219,0.96%
1987-07-06,261.48806922213106,-1.42%
1987-07-07,257.93183148071006,-1.36%
1987-07-08,256.90010415478724,-0.40%
1987-07-09,258.4928848005469,0.62%
1987-07-10,260.6125264559114,0.82%
1987-07-13,265.25142942682663,1.78%
1987-07-14,277.9834980393143,4.80%
1987-07-15,277.64991784166716,-0.12%
1987-07-16,280.98171685576716,1.20%
1987-07-17,280.4759497654268,-0.18%
1987-07-20,274.698145200259,-2.06%
1987-07-21,272.77525818385715,-0.70%
1987-07-22,274.03002437150286,0.46%
1987-07-23,268.0013638353298,-2.20%
1987-07-24,272.2893856566951,1.60%
1987-07-27,272.72504867374585,0.16%
1987-07-28,274.3068539560536,0.58%
1987-07-29,277.0499224956141,1.00%
1987-07-30,282.25846103853166,1.88%
1987-07-31,281.6374924242469,-0.22%
1987-08-03,278.42682501061046,-1.14%
1987-08-04,280.2644420556805,0.66%
1987-08-05,287.04684155342795,2.42%
1987-08-06,297.5527559542834,3.66%
1987-08-07,303.0277266638422,1.84%
1987-08-10,309.876153286445,2.26%
1987-08-11,317.0033048120332,2.30%
1987-08-12,312.94566251043915,-1.28%
1987-08-13,311.19316680038065,-0.56%
1987-08-14,311.19316680038065,0.00%
1987-08-17,312.251223567502,0.34%
1987-08-18,303.38328881818495,-2.84%
1987-08-19,307.81268483493045,1.46%
1987-08-20,318.401441193252,3.44%
1987-08-21,323.36850367586675,1.56%
1987-08-24,320.0054712376377,-1.04%
1987-08-25,323.78153579824186,1.18%
1987-08-26,325.14141824859445,0.42%
1987-08-27,323.51571115735146,-0.50%
1987-08-28,318.01594406767646,-1.70%
1987-08-31,320.2420556761502,0.70%
1987-09-01,312.04385905084075,-2.56%
1987-09-02,308.54896782947134,-1.12%
1987-09-03,306.38912505466504,-0.70%
1987-09-04,303.57034510416213,-0.92%
1987-09-08,291.18467502391235,-4.08%
1987-09-09,296.13481449931885,1.70%
1987-09-10,306.61798693259476,3.54%
1987-09-11,310.2360791783994,1.18%
1987-09-14,306.57529344409426,-1.18%
1987-09-15,297.868555110282,-2.84%
1987-09-16,295.0685906922453,-0.94%
1987-09-17,297.31111198150643,0.76%
1987-09-18,296.1813297559767,-0.38%
1987-09-21,283.20858751266496,-4.38%
1987-09-22,295.15998990569943,4.22%
1987-09-23,302.89318164122875,2.62%
1987-09-24,304.58938345841966,0.56%
1987-09-25,305.99049462232836,0.46%
1987-09-28,304.52174024814116,-0.48%
1987-09-29,303.12094024299967,-0.46%
1987-09-30,307.1221366542073,1.32%
1987-10-01,319.7141442570298,4.10%
1987-10-02,332.24693871190533,3.92%
1987-10-05,327.0638864679996,-1.56%
1987-10-06,314.50463322762846,-3.84%
1987-10-07,310.9192804088335,-1.14%
1987-10-08,301.0942311479144,-3.16%
1987-10-09,297.6617569128282,-1.14%
1987-10-12,289.327227719269,-2.80%
1987-10-13,293.9564633627773,1.60%
1987-10-14,283.0800742183545,-3.70%
1987-10-15,270.3414708785286,-4.50%
1987-10-16,242.92884573144576,-10.14%
1987-10-19,169.66150585884174,-30.16%
1987-10-20,144.1783476788437,-15.02%
1987-10-21,173.85025163114972,20.58%
1987-10-22,154.58764375041832,-11.08%
1987-10-23,145.1577974816428,-6.10%
1987-10-26,111.24893598993104,-23.36%
1987-10-27,113.7409121561055,2.24%
1987-10-28,116.08397494652127,2.06%
1987-10-29,138.72035006109292,19.50%
1987-10-30,150.42834760624916,8.44%
1987-11-02,154.67042700874538,2.82%
1987-11-03,144.40031065536468,-6.64%
1987-11-04,145.98871407257369,1.10%
1987-11-05,156.03273760076675,6.88%
1987-11-06,151.22692928266312,-3.08%
1987-11-09,142.81871201454706,-5.56%
1987-11-10,136.8774535947419,-4.16%
1987-11-11,140.76477327683256,2.84%
1987-11-12,149.2106596734425,6.00%
1987-11-13,145.45055104967176,-2.52%
1987-11-16,144.49057741274393,-0.66%
1987-11-17,136.86147492535105,-5.28%
1987-11-18,139.27023688403725,1.76%
1987-11-19,132.0003305186905,-5.22%
1987-11-20,131.5779294610307,-0.32%
1987-11-23,133.44633605937733,1.42%
1987-11-24,138.75750023454054,3.98%
1987-11-25,139.42353623566632,0.48%
1987-11-27,136.24467960949312,-2.28%
1987-11-30,124.41864141938912,-8.68%
1987-12-01,124.46840887595687,0.04%
1987-12-02,125.91224241891797,1.16%
1987-12-03,116.77101361930453,-7.26%
1987-12-04,112.35706930449481,-3.78%
1987-12-07,117.0311233875618,4.16%
1987-12-08,123.25717915178008,5.32%
1987-12-09,128.80375221361018,4.50%
1987-12-10,127.41267168970319,-1.08%
1987-12-11,128.89065868130376,1.16%
1987-12-14,140.43926169914857,8.96%
1987-12-15,141.9840935778392,1.10%
1987-12-16,150.04879009306046,5.68%
1987-12-17,147.76804848364594,-1.52%
1987-12-18,157.31386441568947,6.46%
1987-12-21,159.89381179210676,1.64%
1987-12-22,158.96642768371254,-0.58%
1987-12-23,164.08514665512809,3.22%
1987-12-24,164.3476828897763,0.16%
1987-12-28,153.1063013801156,-6.84%
1987-12-29,156.22966992826997,2.04%
1987-12-30,162.16639738554423,3.80%
1987-12-31,160.05823421953215,-1.30%
1988-01-04,171.45438049596282,7.12%
1988-01-05,176.70088453913928,3.06%
1988-01-06,180.80034506044734,2.32%
1988-01-07,186.29667555028493,3.04%
1988-01-08,163.08410977671943,-12.46%
1988-01-11,164.51924994275456,0.88%
1988-01-12,157.97138379503292,-3.98%
1988-01-13,157.59225247392484,-0.24%
1988-01-14,158.60084288975796,0.64%
1988-01-15,166.30884385420018,4.86%
1988-01-18,164.679017184429,-0.98%
1988-01-19,162.5711257644683,-1.28%
1988-01-20,151.1586327358026,-7.02%
1988-01-21,152.0958162587646,0.62%
1988-01-22,154.89437927792585,1.84%
1988-01-25,160.34666142850884,3.52%
1988-01-26,156.59454955108174,-2.34%
1988-01-27,157.00169537991454,0.26%
1988-01-28,161.4919438677801,2.86%
1988-01-29,164.4956940237208,1.86%
1988-02-01,163.442921581969,-0.64%
1988-02-02,164.16207043692964,0.44%
1988-02-03,159.23720832382173,-3.00%
1988-02-04,160.8614278487247,1.02%
1988-02-05,162.1483192715145,0.80%
1988-02-08,161.88888196068007,-0.16%
1988-02-09,164.0581929789532,1.34%
1988-02-10,170.88301380687767,4.16%
1988-02-11,172.38678432837818,0.88%
1988-02-12,174.45542574031873,1.20%
1988-02-16,177.874752084829,1.96%
1988-02-17,178.44395129150047,0.32%
1988-02-18,178.30119613046728,-0.08%
1988-02-19,181.15401526855476,1.60%
1988-02-22,187.92917543959874,3.74%
1988-02-23,190.29708305013767,1.26%
1988-02-24,192.92318279622958,1.38%
1988-02-25,189.1418884134235,-1.96%
1988-02-26,188.839261391962,-0.16%
1988-02-29,193.25810010853394,2.34%
1988-03-01,193.21944848851223,-0.02%
1988-03-02,198.78416860498137,2.88%
1988-03-03,201.92495846894008,1.58%
1988-03-04,203.94420805362947,1.00%
1988-03-07,206.43232739188375,1.22%
1988-03-08,209.1159476479782,1.30%
1988-03-09,212.8800347056418,1.80%
1988-03-10,206.32332963670802,-3.08%
1988-03-11,205.04412499296043,-0.62%
1988-03-14,208.07877804285624,1.48%
1988-03-15,205.9979902624277,-1.00%
1988-03-16,210.859542832621,2.36%
1988-03-17,212.75727871811458,0.90%
1988-03-18,212.2466612491911,-0.24%
1988-03-21,207.2376400437102,-2.36%
1988-03-22,209.8073867802522,1.24%
1988-03-23,208.04500473129806,-0.84%
1988-03-24,197.64275449473314,-5.00%
1988-03-25,193.3736709976469,-2.16%
1988-03-28,193.29632152924785,-0.04%
1988-03-29,195.1133069516228,0.94%
1988-03-30,191.67931274927426,-1.76%
1988-03-31,194.2094796775647,1.32%
1988-04-04,190.05339681246483,-2.14%
1988-04-05,193.36032591700172,1.74%
1988-04-06,201.6361478662494,4.28%
1988-04-07,203.28956427875264,0.82%
1988-04-08,206.94877643577018,1.80%
1988-04-11,209.26660273185084,1.12%
1988-04-12,209.64328261676818,0.18%
1988-04-13,210.31414112114186,0.32%
1988-04-14,193.74138680079588,-7.88%
1988-04-15,193.4314005819146,-0.16%
1988-04-18,194.35987130470778,0.48%
1988-04-19,196.1479821207111,0.92%
1988-04-20,192.9703848103556,-1.62%
1988-04-21,191.04068096225203,-1.00%
1988-04-22,193.8298749043009,1.46%
1988-04-25,196.23336535311424,1.24%
1988-04-26,201.5316662176483,2.70%
1988-04-27,202.5796308819801,0.52%
1988-04-28,201.48570087521742,-0.54%
1988-04-29,199.63203242716543,-0.92%
1988-05-02,201.5085735319808,0.94%
1988-05-03,206.62689129969314,2.54%
1988-05-04,205.75905835623445,-0.42%
1988-05-05,203.57801233765835,-1.06%
1988-05-06,202.43797546856746,-0.56%
1988-05-09,197.29605089166586,-2.54%
1988-05-10,195.91497853542418,-0.70%
1988-05-11,188.00001340259305,-4.04%
1988-05-12,189.99281354466052,1.06%
1988-05-13,194.7046353205681,2.48%
1988-05-16,197.2747365067996,1.32%
1988-05-17,195.1836242998275,-1.06%
1988-05-18,186.67361828035502,-4.36%
1988-05-19,186.82295717497928,0.08%
1988-05-20,185.8141132062344,-0.54%
1988-05-23,180.94578344023105,-2.62%
1988-05-24,184.31137501221934,1.86%
1988-05-25,183.86902771219002,-0.24%
1988-05-26,185.70771798931193,1.00%
1988-05-27,185.15059483534398,-0.30%
1988-05-31,193.33425112706618,4.42%
1988-06-01,200.79695322057094,3.86%
1988-06-02,200.27488114219744,-0.26%
1988-06-03,203.79971905030013,1.76%
1988-06-06,207.79419354368602,1.96%
1988-06-07,207.83575238239476,0.02%
1988-06-08,215.35940661863745,3.62%
1988-06-09,214.79947216142898,-0.26%
1988-06-10,219.3961808656836,2.14%
1988-06-13,219.3961808656836,0.00%
1988-06-14,221.85341809137927,1.12%
1988-06-15,222.60771971288997,0.34%
1988-06-16,218.77886693382825,-1.72%
1988-06-17,217.4661937322253,-0.60%
1988-06-20,215.68297094362106,-0.82%
1988-06-21,219.43585463804007,1.74%
1988-06-22,224.65842797842544,2.38%
1988-06-23,225.15267651997797,0.22%
1988-06-24,225.55795133771394,0.18%
1988-06-27,220.18967209587635,-2.38%
1988-06-28,227.4999692094594,3.32%
1988-06-29,226.4989693449378,-0.44%
1988-06-30,229.53405553415996,1.34%
1988-07-01,231.78348927839474,0.98%
1988-07-05,236.55822915752967,2.06%
1988-07-06,232.9152324285037,-1.54%
1988-07-07,230.35316487179017,-1.10%
1988-07-08,227.3585737284569,-1.30%
1988-07-11,226.2672525745603,-0.48%
1988-07-12,225.18116976220242,-0.48%
1988-07-13,227.29787275796713,0.94%
1988-07-14,228.66165999451493,0.60%
1988-07-15,228.2500690065248,-0.18%
1988-07-18,228.93481921354436,0.30%
1988-07-19,221.65469196255364,-3.18%
1988-07-20,220.3690947491708,-0.58%
1988-07-21,213.6258004498462,-3.06%
1988-07-22,212.3440456471471,-0.60%
1988-07-25,211.70701351020568,-0.30%
1988-07-26,207.3035076291934,-2.08%
1988-07-27,201.91361643083437,-2.60%
1988-07-28,203.85198714857037,0.96%
1988-07-29,210.5791027244732,3.30%
1988-08-01,211.2108400326466,0.30%
1988-08-02,209.09873163232012,-1.00%
1988-08-03,210.35332402211404,0.60%
1988-08-04,210.6057480109406,0.12%
1988-08-05,207.61514638918524,-1.42%
1988-08-08,207.40753124279607,-0.10%
1988-08-09,201.55863886174922,-2.82%
1988-08-10,191.11790136871062,-5.18%
1988-08-11,195.43716593964348,2.26%
1988-08-12,193.48279428024705,-1.00%
1988-08-15,185.31782036162062,-4.22%
1988-08-16,190.91441853654158,3.02%
1988-08-17,191.48716179215117,0.30%
1988-08-18,192.9041667894131,0.74%
1988-08-19,191.24519095502413,-0.86%
1988-08-22,184.81935253893533,-3.36%
1988-08-23,184.15400286979516,-0.36%
1988-08-24,189.27348414957547,2.78%
1988-08-25,186.1315443126925,-1.66%
1988-08-26,187.09942834311852,0.52%
1988-08-29,190.99109645265537,2.08%
1988-08-30,190.11253740897314,-0.46%
1988-08-31,187.10875931791136,-1.58%
1988-09-01,181.00901376414745,-3.26%
1988-09-02,187.99596169544353,3.86%
1988-09-06,189.01113988859893,0.54%
1988-09-07,189.35135994039842,0.18%
1988-09-08,191.28274381179048,1.02%
1988-09-09,196.8299433823324,2.90%
1988-09-12,197.06613931439122,0.12%
