SP500 1927-DANES,LEVERAGE 2.0x
1929-06-25,39.25538590087003,2.10%
1929-06-26,39.7185994545003,1.18%
1929-06-27,39.861586412536504,0.36%
1929-06-28,40.74651363089481,2.22%
1929-07-01,41.814072288024256,2.62%
1929-07-02,42.683804991615155,2.08%
1929-07-03,43.05088571454304,0.86%
1929-07-05,43.481394571688476,1.00%
1929-07-08,43.63792759214655,0.36%
1929-07-09,43.35864485555682,-0.64%
1929-07-10,43.1158364443657,-0.56%
1929-07-11,43.29692295743203,0.42%
1929-07-12,44.24945526249554,2.20%
1929-07-15,43.87775983829058,-0.84%
1929-07-16,44.492048476026646,1.40%
1929-07-17,44.70561030871157,0.48%
1929-07-18,44.517846745414985,-0.42%
1929-07-19,44.829471672632884,0.70%
1929-07-22,43.798393824162325,-2.30%
1929-07-23,45.0335085300037,2.82%
1929-07-24,44.43906621740765,-1.32%
1929-07-25,44.839017813364315,0.90%
1929-07-26,44.49824127798274,-0.76%
1929-07-29,43.01200001929812,-3.34%
1929-07-30,43.99267361973811,2.28%
1929-07-31,45.162878738023146,2.66%
1929-08-01,45.78612646460787,1.38%
1929-08-02,47.29706863793992,3.30%
1929-08-05,47.23085274184681,-0.14%
1929-08-06,46.881344431557146,-0.74%
1929-08-07,45.92496500515338,-2.04%
1929-08-08,46.99960918627397,2.34%
1929-08-09,43.521638106489696,-7.40%
1929-08-12,46.25479697957725,6.28%
1929-08-13,47.07813236581373,1.78%
1929-08-14,47.36060116000861,0.60%
1929-08-15,47.52162720395265,0.34%
1929-08-16,49.27992741049889,3.70%
1929-08-19,50.196534060334166,1.86%
1929-08-20,50.78885316224611,1.18%
1929-08-21,50.36222679568325,-0.84%
1929-08-22,51.15794997905505,1.58%
1929-08-23,52.15041420864872,1.94%
1929-08-26,52.08783371159834,-0.12%
1929-08-27,52.02532831114443,-0.12%
1929-08-28,51.82763206356208,-0.38%
1929-08-29,52.83308812559519,1.94%
1929-08-30,54.249014887361135,2.68%
1929-09-03,54.628757991572655,0.70%
1929-09-04,54.290059692024904,-0.62%
1929-09-05,51.8904390536374,-4.42%
1929-09-06,54.599119972237276,5.22%
1929-09-09,54.0531287725149,-1.00%
1929-09-10,52.107216136704366,-3.60%
1929-09-11,53.54537530207741,2.76%
1929-09-12,52.32454074519004,-2.28%
1929-09-13,53.02568959117559,1.34%
1929-09-16,54.648275692665564,3.06%
1929-09-17,53.75204397130585,-1.64%
1929-09-18,54.02080419116238,0.50%
1929-09-19,54.1936707645741,0.32%
1929-09-20,53.033926210212215,-2.14%
1929-09-23,53.00210585448608,-0.06%
1929-09-24,51.0410279378701,-3.70%
1929-09-25,51.20435922727129,0.32%
1929-09-26,52.136278565207625,1.82%
1929-09-27,49.25835598840816,-5.52%
1929-09-30,48.90369582529163,-0.72%
1929-10-01,48.31685147538813,-1.20%
1929-10-02,49.02227750692879,1.46%
1929-10-03,44.96323292935509,-8.28%
1929-10-04,44.0279976844245,-2.08%
1929-10-07,49.53149739497756,12.50%
1929-10-08,49.204589512170706,-0.66%
1929-10-09,48.97824840041472,-0.46%
1929-10-10,50.72187404346949,3.56%
1929-10-11,50.55956404653039,-0.32%
1929-10-14,49.871953975497576,-1.36%
1929-10-15,49.05405393029942,-1.64%
1929-10-16,45.62027015517845,-7.00%
1929-10-17,47.025374475957946,3.08%
1929-10-18,44.33552305593315,-5.72%
1929-10-21,40.9216877806263,-7.70%
1929-10-22,42.517633604070724,3.90%
1929-10-23,37.49204931206957,-11.82%
1929-10-24,35.09255815609711,-6.40%
1929-10-25,36.103223830992704,2.88%
1929-10-28,26.759709503531795,-25.88%
1929-10-29,21.322136532414135,-20.32%
1929-10-30,26.665463947437114,25.06%
1929-10-31,29.35867580612826,10.10%
1929-11-04,26.27014311132357,-10.52%
1929-11-06,21.058146718036973,-19.84%
1929-11-07,22.612237945828102,7.38%
1929-11-08,22.20974011039236,-1.78%
1929-11-11,19.44240649263747,-12.46%
1929-11-12,17.229860633775328,-11.38%
1929-11-13,15.262210549398185,-11.42%
1929-11-14,17.994146237740463,17.90%
1929-11-15,19.97710115313946,11.02%
1929-11-18,19.565572869384788,-2.06%
1929-11-19,20.755159699843382,6.08%
1929-11-20,21.89669348333477,5.50%
1929-11-21,22.59738767480148,3.20%
1929-11-22,22.430167006007952,-0.74%
1929-11-25,21.90978713146857,-2.32%
1929-11-26,20.634637520417098,-5.82%
1929-11-27,21.154630385931608,2.52%
1929-12-02,21.213863351012215,0.28%
1929-12-03,22.630949422859832,6.68%
1929-12-04,23.468294551505643,3.70%
1929-12-05,23.083414520860952,-1.64%
1929-12-06,24.306835490466582,5.30%
1929-12-09,24.19988541430853,-0.44%
1929-12-10,24.56772367260602,1.52%
1929-12-11,24.154985914906238,-1.68%
1929-12-12,21.541416438913384,-10.82%
1929-12-13,22.618487260859055,5.00%
1929-12-16,21.844934996537674,-3.42%
1929-12-17,22.31678559246289,2.16%
1929-12-18,22.02666737976087,-1.30%
1929-12-19,20.85484867515759,-5.32%
1929-12-20,19.474257692862157,-6.62%
1929-12-23,19.66900026979078,1.00%
1929-12-24,19.9207634732441,1.28%
1929-12-26,20.80126121876149,4.42%
1929-12-27,20.759658696323967,-0.20%
1929-12-30,20.900824375458967,0.68%
1929-12-31,22.02110856198357,5.36%
1930-01-02,21.466176626221586,-2.52%
1930-01-03,21.56921427402745,0.48%
1930-01-06,22.11707231658775,2.54%
1930-01-07,21.727811843815804,-1.76%
1930-01-08,21.688701782496935,-0.18%
1930-01-09,22.36105153775434,3.10%
1930-01-10,22.21794080791271,-0.64%
1930-01-13,22.155730573650555,-0.28%
1930-01-14,22.239922349830426,0.38%
1930-01-15,22.426737697569,0.84%
1930-01-16,22.117248717342544,-1.38%
1930-01-17,21.727985139917315,-1.76%
1930-01-20,22.114743275407843,1.78%
1930-01-21,22.340313656817003,1.02%
1930-01-22,22.380526221399275,0.18%
1930-01-23,22.814708430094424,1.94%
1930-01-24,23.234499065208162,1.84%
1930-01-27,23.59231035081237,1.54%
1930-01-28,23.356387247304244,-1.00%
1930-01-29,23.88424159909332,2.26%
1930-01-30,24.142191408363523,1.08%
1930-01-31,24.827829644361046,2.84%
1930-02-03,24.71858719392586,-0.44%
1930-02-04,25.306889569141298,2.38%
1930-02-05,25.96486869793897,2.60%
1930-02-06,25.409220507803077,-2.14%
1930-02-07,25.21102858784221,-0.78%
1930-02-10,25.53877195948416,1.30%
1930-02-11,25.983146591579185,1.74%
1930-02-13,26.071489289990556,0.34%
1930-02-14,26.050632098558562,-0.08%
1930-02-17,25.847437168189806,-0.78%
1930-02-18,25.89396255509255,0.18%
1930-02-19,25.427871229100884,-1.80%
1930-02-20,24.48195441937833,-3.72%
1930-02-21,25.08910688897891,2.48%
1930-02-24,24.562235644310352,-2.10%
1930-02-25,25.019093227294523,1.86%
1930-02-26,25.49945981725858,1.92%
1930-02-27,25.433161221733705,-0.26%
1930-02-28,25.875698226991872,1.74%
1930-03-03,26.051652974935415,0.68%
1930-03-04,26.452848430749423,1.54%
1930-03-05,26.05076513460203,-1.52%
1930-03-06,26.56136013124023,1.96%
1930-03-07,26.56136013124023,0.00%
1930-03-10,26.741977380132663,0.68%
1930-03-11,26.85429368512922,0.42%
1930-03-12,26.26349922405638,-2.20%
1930-03-13,26.578661214745054,1.20%
1930-03-14,26.238454351196317,-1.28%
1930-03-17,26.731737292998805,1.88%
1930-03-18,27.250332996482985,1.94%
1930-03-19,27.544636592845,1.08%
1930-03-20,27.798047249499174,0.92%
1930-03-21,28.14274303539296,1.24%
1930-03-24,28.120228840964646,-0.08%
1930-03-25,28.052740291746332,-0.24%
1930-03-26,28.91115414467377,3.06%
1930-03-27,28.795509528095074,-0.40%
1930-03-28,29.45204714533564,2.28%
1930-03-31,27.790951686338712,-5.64%
1930-04-01,30.59783780665892,10.10%
1930-04-02,29.97364191540308,-2.04%
1930-04-03,30.093536483064693,0.40%
1930-04-04,31.002361284853247,3.02%
1930-04-07,31.14497214676357,0.46%
1930-04-08,30.802377453149173,-1.10%
1930-04-09,31.794214007140578,3.22%
1930-04-10,31.915032020367715,0.38%
1930-04-11,31.717158821841437,-0.62%
1930-04-14,31.4443912559736,-0.86%
1930-04-15,31.469546768978375,0.08%
1930-04-16,31.02897311421268,-1.40%
1930-04-17,31.488201916303023,1.48%
1930-04-21,30.360924287699373,-3.58%
1930-04-22,30.86491563087518,1.66%
1930-04-23,30.988375293398683,0.40%
1930-04-24,30.504956638821664,-1.56%
1930-04-25,30.431744742888494,-0.24%
1930-04-28,29.086661625252823,-4.42%
1930-04-29,29.016853637352217,-0.24%
1930-04-30,29.417286217547677,1.38%
1930-05-01,27.999373021861878,-4.82%
1930-05-02,26.319410640550164,-6.00%
1930-05-05,25.003440108522653,-5.00%
1930-05-06,26.69867334788049,6.78%
1930-05-07,25.689463495330607,-3.78%
1930-05-08,25.889841310594186,0.78%
1930-05-09,26.53190937509692,2.48%
1930-05-12,27.428687911975196,3.38%
1930-05-13,28.180233960763317,2.74%
1930-05-14,28.52403281508463,1.22%
1930-05-15,27.59414934531287,-3.26%
1930-05-16,27.848015519289753,0.92%
1930-05-19,26.63384204264872,-4.36%
1930-05-20,26.87887338944109,0.92%
1930-05-21,26.61008465554668,-1.00%
1930-05-22,26.721847011099975,0.42%
1930-05-23,27.261628320724196,2.02%
1930-05-26,27.714171350848215,1.66%
1930-05-27,27.73634268792889,0.08%
1930-05-28,28.058084263108867,1.16%
1930-05-29,28.310607021476844,0.90%
1930-06-02,28.101108529517916,-0.74%
1930-06-03,27.595288575986594,-1.80%
1930-06-04,27.84364617317047,0.90%
1930-06-05,26.97492441256755,-3.12%
1930-06-06,26.09554187671785,-3.26%
1930-06-09,23.56427431467622,-9.70%
1930-06-10,24.89329938602396,5.64%
1930-06-11,23.14081110924787,-7.04%
1930-06-12,22.992709918148684,-0.64%
1930-06-13,23.264023895182838,1.18%
1930-06-16,19.7092810439989,-15.28%
1930-06-17,19.7486996060869,0.20%
1930-06-18,18.366290633660814,-7.00%
1930-06-19,20.085375436971464,9.36%
1930-06-20,19.040935914248948,-5.20%
1930-06-23,18.740089126803813,-1.58%
1930-06-24,17.43577892357827,-6.96%
1930-06-25,17.704289919001376,1.54%
1930-06-26,18.53639154519444,4.70%
1930-06-27,18.184200105835746,-1.90%
1930-06-30,19.377083632778568,6.56%
1930-07-01,18.958538626310553,-2.16%
1930-07-02,19.371834768364124,2.18%
1930-07-03,18.972774972135824,-2.06%
1930-07-07,18.1873020882894,-4.14%
1930-07-08,18.44556177794311,1.42%
1930-07-09,18.980483069503457,2.90%
1930-07-10,19.93709941620643,5.04%
1930-07-11,19.514432908582855,-2.12%
1930-07-14,21.052170221779182,7.88%
1930-07-15,20.97217197493642,-0.38%
1930-07-16,21.286754554560464,1.50%
1930-07-17,21.486850047373334,0.94%
1930-07-18,21.865018608207105,1.76%
1930-07-21,20.19890419026172,-7.62%
1930-07-22,20.930104521949197,3.62%
1930-07-23,21.595681845747183,3.18%
1930-07-24,21.038513254126904,-2.58%
1930-07-25,21.274144602573127,1.12%
1930-07-28,21.90811411172981,2.98%
1930-07-29,21.566347531586825,-1.56%
1930-07-30,20.431957651425357,-5.26%
1930-07-31,20.68531392630303,1.24%
1930-08-01,20.490871975395784,-0.94%
1930-08-04,21.285917808041138,3.88%
1930-08-05,21.285917808041138,0.00%
1930-08-06,20.613282805307037,-3.16%
1930-08-07,20.378291381326537,-1.14%
1930-08-08,18.84991952772705,-7.50%
1930-08-11,19.091198497681955,1.28%
1930-08-12,18.117547374300173,-5.10%
1930-08-13,18.61034466288114,2.72%
1930-08-14,18.62895500754402,0.10%
1930-08-15,19.627466995948378,5.36%
1930-08-18,19.325204004210775,-1.54%
1930-08-19,19.700112961892465,1.94%
1930-08-20,19.908934159288524,1.06%
1930-08-21,19.506773689270897,-2.02%
1930-08-22,19.79157258513425,1.46%
1930-08-25,19.581781915731828,-1.06%
1930-08-26,20.14965359128805,2.90%
1930-08-27,20.455928325875632,1.52%
1930-08-28,20.435472397549756,-0.10%
1930-08-29,20.901401168213887,2.28%
1930-09-02,20.922302569382097,0.10%
1930-09-03,20.51222543902221,-1.96%
1930-09-04,20.220951837788096,-1.42%
1930-09-05,20.835668773656852,3.04%
1930-09-08,21.40239896430032,2.72%
1930-09-09,21.659227751871924,1.20%
1930-09-10,21.85849264718915,0.92%
1930-09-11,21.578703941305125,-1.28%
1930-09-12,21.142814121690762,-2.02%
1930-09-15,20.533901074986066,-2.88%
1930-09-16,20.591395997996024,0.28%
1930-09-17,20.727299211582796,0.66%
1930-09-18,20.27958954861261,-2.16%
1930-09-19,19.549524324862556,-3.60%
