SP500 osnoven more padet 5.0% da kupimo 2x,in osnoven more padet 8.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1974-01-02-1984-01-03,1000,12000.0,13000.0,19788.41,32788.41
1975-01-02-1985-01-02,1000,12000.0,13000.0,13835.97,26835.97
1976-01-02-1986-01-02,1000,12000.0,13000.0,26980.1,39980.1
1977-01-03-1987-01-05,1000,12000.0,13000.0,41922.48,54922.48
1978-01-03-1988-01-04,1000,12000.0,13000.0,21732.5,34732.5
1979-01-02-1989-01-03,1000,12000.0,13000.0,19076.5,32076.5
1980-01-02-1990-01-02,1000,12000.0,13000.0,37566.98,50566.98
1981-01-02-1991-01-02,1000,12000.0,13000.0,20639.88,33639.88
1982-01-04-1992-01-06,1000,12000.0,13000.0,27761.11,40761.11
1983-01-03-1993-01-04,1000,12000.0,13000.0,20143.58,33143.58
1984-01-03-1994-01-03,1000,12000.0,13000.0,19169.43,32169.43
1985-01-02-1995-01-03,1000,12000.0,13000.0,12644.37,25644.37
1986-01-02-1996-01-02,1000,12000.0,13000.0,28248.16,41248.16
1987-01-02-1997-01-02,1000,12000.0,13000.0,41769.09,54769.09
1988-01-04-1998-01-05,1000,12000.0,13000.0,34984.61,47984.61
1989-01-03-1999-01-04,1000,12000.0,13000.0,48760.41,61760.41
1990-01-02-2000-01-03,1000,12000.0,13000.0,63252.7,76252.7
1991-01-02-2001-01-02,1000,12000.0,13000.0,18616.5,31616.5
1992-01-02-2002-01-02,1000,12000.0,13000.0,11170.29,24170.29
1993-01-04-2003-01-06,1000,12000.0,13000.0,3165.71,16165.71
1994-01-03-2004-01-05,1000,12000.0,13000.0,6477.8,19477.8
1995-01-03-2005-01-03,1000,12000.0,13000.0,5520.4,18520.4
1996-01-02-2006-01-03,1000,12000.0,13000.0,5018.19,18018.19
1997-01-02-2007-01-03,1000,12000.0,13000.0,7924.44,20924.44
1998-01-02-2008-01-02,1000,12000.0,13000.0,6532.19,19532.19
1999-01-04-2009-01-05,1000,12000.0,13000.0,-7999.58,5000.42
2000-01-03-2010-01-04,1000,12000.0,13000.0,-5088.7,7911.3
2001-01-02-2011-01-03,1000,12000.0,13000.0,-1249.25,11750.75
2002-01-02-2012-01-03,1000,12000.0,13000.0,281.24,13281.24
2003-01-02-2013-01-02,1000,12000.0,13000.0,5325.19,18325.19
2004-01-02-2014-01-02,1000,12000.0,13000.0,14636.55,27636.55
2005-01-03-2015-01-05,1000,12000.0,13000.0,19787.95,32787.95
2006-01-03-2016-01-04,1000,12000.0,13000.0,17026.19,30026.19
2007-01-03-2017-01-03,1000,12000.0,13000.0,24453.14,37453.14
2008-01-02-2018-01-02,1000,12000.0,13000.0,41067.11,54067.11
2009-01-02-2019-01-02,1000,12000.0,13000.0,17714.01,30714.01
2010-01-04-2020-01-06,1000,12000.0,13000.0,23276.9,36276.9
2011-01-03-2021-01-04,1000,12000.0,13000.0,18967.56,31967.56
2012-01-03-2022-01-03,1000,12000.0,13000.0,22789.22,35789.22
2013-01-02-2023-01-03,1000,12000.0,13000.0,8897.62,21897.62
2014-01-02-2024-01-02,1000,12000.0,13000.0,13776.53,26776.53
2015-01-02-2025-01-02,1000,12000.0,13000.0,21570.69,34570.69
