SP500 osnoven more padet 6.0% da kupimo 2x,in osnoven more padet 7.000000000000001% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1989-01-03-2004-01-05,30000,72000.0,102000.0,195622.26,297622.26
1990-01-02-2005-01-03,30000,72000.0,102000.0,185338.4,287338.4
1991-01-02-2006-01-03,30000,72000.0,102000.0,152381.41,254381.41
1992-01-02-2007-01-03,30000,72000.0,102000.0,154163.87,256163.87
1993-01-04-2008-01-04,30000,72000.0,102000.0,131669.92,233669.92
1994-01-03-2009-01-05,30000,72000.0,102000.0,8078.88,110078.88
1995-01-03-2010-01-04,30000,72000.0,102000.0,32936.85,134936.85
1996-01-02-2011-01-03,30000,72000.0,102000.0,27774.8,129774.8
1997-01-02-2012-01-03,30000,72000.0,102000.0,7549.2,109549.2
1998-01-02-2013-01-02,30000,72000.0,102000.0,17510.54,119510.54
1999-01-04-2014-01-06,30000,72000.0,102000.0,70245.1,172245.1
2000-01-03-2015-01-05,30000,72000.0,102000.0,99839.13,201839.13
2001-01-02-2016-01-04,30000,72000.0,102000.0,95065.13,197065.13
2002-01-02-2017-01-03,30000,72000.0,102000.0,155015.88,257015.88
2003-01-02-2018-01-02,30000,72000.0,102000.0,272718.47,374718.47
2004-01-02-2019-01-02,30000,72000.0,102000.0,179115.93,281115.93
2005-01-03-2020-01-03,30000,72000.0,102000.0,353711.34,455711.34
2006-01-03-2021-01-04,30000,72000.0,102000.0,373816.49,475816.49
2007-01-03-2022-01-03,30000,72000.0,102000.0,726393.85,828393.85
2008-01-02-2023-01-03,30000,72000.0,102000.0,289721.92,391721.92
2009-01-02-2024-01-02,30000,72000.0,102000.0,370875.25,472875.25
2010-01-04-2025-01-06,30000,72000.0,102000.0,428779.68,530779.68
