SP500 osnoven more padet 4.0% da kupimo 2x,in osnoven more padet 6.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1972-01-03-1987-01-05,30000,72000.0,102000.0,566644.84,668644.84
1973-01-02-1988-01-04,30000,72000.0,102000.0,309839.3,411839.3
1974-01-02-1989-01-03,30000,72000.0,102000.0,404664.96,506664.96
1975-01-02-1990-01-02,30000,72000.0,102000.0,1624196.27,1726196.27
1976-01-02-1991-01-02,30000,72000.0,102000.0,624216.01,726216.01
1977-01-03-1992-01-03,30000,72000.0,102000.0,942273.29,1044273.29
1978-01-03-1993-01-04,30000,72000.0,102000.0,1145508.43,1247508.43
1979-01-02-1994-01-03,30000,72000.0,102000.0,1273042.1,1375042.1
1980-01-02-1995-01-03,30000,72000.0,102000.0,902785.89,1004785.89
1981-01-02-1996-01-02,30000,72000.0,102000.0,1395752.99,1497752.99
1982-01-04-1997-01-06,30000,72000.0,102000.0,2675291.02,2777291.02
1983-01-03-1998-01-05,30000,72000.0,102000.0,3798326.18,3900326.18
1984-01-03-1999-01-04,30000,72000.0,102000.0,4597080.7,4699080.7
1985-01-02-2000-01-03,30000,72000.0,102000.0,6454420.14,6556420.14
1986-01-02-2001-01-02,30000,72000.0,102000.0,2231566.68,2333566.68
1987-01-02-2002-01-02,30000,72000.0,102000.0,1084515.8,1186515.8
1988-01-04-2003-01-06,30000,72000.0,102000.0,512823.67,614823.67
1989-01-03-2004-01-05,30000,72000.0,102000.0,661341.59,763341.59
1990-01-02-2005-01-03,30000,72000.0,102000.0,440876.96,542876.96
1991-01-02-2006-01-03,30000,72000.0,102000.0,571589.28,673589.28
1992-01-02-2007-01-03,30000,72000.0,102000.0,436747.72,538747.72
1993-01-04-2008-01-04,30000,72000.0,102000.0,351664.59,453664.59
1994-01-03-2009-01-05,30000,72000.0,102000.0,-10587.24,91412.76
1995-01-03-2010-01-04,30000,72000.0,102000.0,24815.14,126815.14
1996-01-02-2011-01-03,30000,72000.0,102000.0,116.81,102116.81
1997-01-02-2012-01-03,30000,72000.0,102000.0,-28162.32,73837.68
1998-01-02-2013-01-02,30000,72000.0,102000.0,-17055.82,84944.18
1999-01-04-2014-01-06,30000,72000.0,102000.0,37722.06,139722.06
2000-01-03-2015-01-05,30000,72000.0,102000.0,69805.21,171805.21
2001-01-02-2016-01-04,30000,72000.0,102000.0,66099.87,168099.87
2002-01-02-2017-01-03,30000,72000.0,102000.0,139201.78,241201.78
2003-01-02-2018-01-02,30000,72000.0,102000.0,371430.56,473430.56
2004-01-02-2019-01-02,30000,72000.0,102000.0,188256.99,290256.99
2005-01-03-2020-01-03,30000,72000.0,102000.0,401757.23,503757.23
2006-01-03-2021-01-04,30000,72000.0,102000.0,407872.68,509872.68
2007-01-03-2022-01-03,30000,72000.0,102000.0,808658.12,910658.12
2008-01-02-2023-01-03,30000,72000.0,102000.0,289341.63,391341.63
2009-01-02-2024-01-02,30000,72000.0,102000.0,1170173.34,1272173.34
2010-01-04-2025-01-06,30000,72000.0,102000.0,1475617.16,1577617.16
