SP500 osnoven more padet 3.0% da kupimo 2x,in osnoven more padet 5.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1964-01-02-1979-01-02,30000,72000.0,102000.0,-1804.58,100195.42
1965-01-04-1980-01-04,30000,72000.0,102000.0,9211.72,111211.72
1966-01-03-1981-01-05,30000,72000.0,102000.0,94955.35,196955.35
1967-01-03-1982-01-04,30000,72000.0,102000.0,49190.63,151190.63
1968-01-02-1983-01-03,30000,72000.0,102000.0,64658.31,166658.31
1969-01-02-1984-01-03,30000,72000.0,102000.0,140130.02,242130.02
1970-01-02-1985-01-02,30000,72000.0,102000.0,152822.62,254822.62
1971-01-04-1986-01-06,30000,72000.0,102000.0,376162.92,478162.92
1972-01-03-1987-01-05,30000,72000.0,102000.0,573566.57,675566.57
1973-01-02-1988-01-04,30000,72000.0,102000.0,312210.65,414210.65
1974-01-02-1989-01-03,30000,72000.0,102000.0,413636.01,515636.01
1975-01-02-1990-01-02,30000,72000.0,102000.0,1657026.1,1759026.1
1976-01-02-1991-01-02,30000,72000.0,102000.0,639877.05,741877.05
1977-01-03-1992-01-03,30000,72000.0,102000.0,979473.5,1081473.5
1978-01-03-1993-01-04,30000,72000.0,102000.0,1187427.24,1289427.24
1979-01-02-1994-01-03,30000,72000.0,102000.0,1301607.51,1403607.51
1980-01-02-1995-01-03,30000,72000.0,102000.0,928718.08,1030718.08
1981-01-02-1996-01-02,30000,72000.0,102000.0,1450966.1,1552966.1
1982-01-04-1997-01-06,30000,72000.0,102000.0,2761620.03,2863620.03
1983-01-03-1998-01-05,30000,72000.0,102000.0,3941093.98,4043093.98
1984-01-03-1999-01-04,30000,72000.0,102000.0,4696864.35,4798864.35
1985-01-02-2000-01-03,30000,72000.0,102000.0,6588559.11,6690559.11
1986-01-02-2001-01-02,30000,72000.0,102000.0,2279286.63,2381286.63
1987-01-02-2002-01-02,30000,72000.0,102000.0,1106421.3,1208421.3
1988-01-04-2003-01-06,30000,72000.0,102000.0,522521.57,624521.57
1989-01-03-2004-01-05,30000,72000.0,102000.0,669633.19,771633.19
1990-01-02-2005-01-03,30000,72000.0,102000.0,449506.02,551506.02
1991-01-02-2006-01-03,30000,72000.0,102000.0,577495.43,679495.43
1992-01-02-2007-01-03,30000,72000.0,102000.0,442962.14,544962.14
1993-01-04-2008-01-04,30000,72000.0,102000.0,355224.49,457224.49
1994-01-03-2009-01-05,30000,72000.0,102000.0,-12341.57,89658.43
1995-01-03-2010-01-04,30000,72000.0,102000.0,23090.3,125090.3
1996-01-02-2011-01-03,30000,72000.0,102000.0,-1676.38,100323.62
1997-01-02-2012-01-03,30000,72000.0,102000.0,-30075.56,71924.44
1998-01-02-2013-01-02,30000,72000.0,102000.0,-18973.62,83026.38
1999-01-04-2014-01-06,30000,72000.0,102000.0,35911.83,137911.83
2000-01-03-2015-01-05,30000,72000.0,102000.0,68119.41,170119.41
2001-01-02-2016-01-04,30000,72000.0,102000.0,65630.64,167630.64
2002-01-02-2017-01-03,30000,72000.0,102000.0,140088.26,242088.26
2003-01-02-2018-01-02,30000,72000.0,102000.0,375857.73,477857.73
2004-01-02-2019-01-02,30000,72000.0,102000.0,190003.97,292003.97
2005-01-03-2020-01-03,30000,72000.0,102000.0,407544.46,509544.46
2006-01-03-2021-01-04,30000,72000.0,102000.0,413184.99,515184.99
2007-01-03-2022-01-03,30000,72000.0,102000.0,820565.03,922565.03
2008-01-02-2023-01-03,30000,72000.0,102000.0,295247.37,397247.37
2009-01-02-2024-01-02,30000,72000.0,102000.0,1209093.51,1311093.51
2010-01-04-2025-01-06,30000,72000.0,102000.0,1532837.03,1634837.03
