SP500 osnoven more padet 5.0% da kupimo 2x,in osnoven more padet 7.000000000000001% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1972-01-03-1987-01-05,30000,72000.0,102000.0,561090.88,663090.88
1973-01-02-1988-01-04,30000,72000.0,102000.0,307020.47,409020.47
1974-01-02-1989-01-03,30000,72000.0,102000.0,391424.69,493424.69
1975-01-02-1990-01-02,30000,72000.0,102000.0,1595664.34,1697664.34
1976-01-02-1991-01-02,30000,72000.0,102000.0,608107.13,710107.13
1977-01-03-1992-01-03,30000,72000.0,102000.0,910857.9,1012857.9
1978-01-03-1993-01-04,30000,72000.0,102000.0,1113578.25,1215578.25
1979-01-02-1994-01-03,30000,72000.0,102000.0,1244260.87,1346260.87
1980-01-02-1995-01-03,30000,72000.0,102000.0,890493.56,992493.56
1981-01-02-1996-01-02,30000,72000.0,102000.0,1361876.58,1463876.58
1982-01-04-1997-01-06,30000,72000.0,102000.0,2626827.75,2728827.75
1983-01-03-1998-01-05,30000,72000.0,102000.0,3735020.09,3837020.09
1984-01-03-1999-01-04,30000,72000.0,102000.0,4470421.38,4572421.38
1985-01-02-2000-01-03,30000,72000.0,102000.0,6416241.5,6518241.5
1986-01-02-2001-01-02,30000,72000.0,102000.0,2208713.01,2310713.01
1987-01-02-2002-01-02,30000,72000.0,102000.0,1070244.98,1172244.98
1988-01-04-2003-01-06,30000,72000.0,102000.0,507666.86,609666.86
1989-01-03-2004-01-05,30000,72000.0,102000.0,655029.62,757029.62
1990-01-02-2005-01-03,30000,72000.0,102000.0,435827.41,537827.41
1991-01-02-2006-01-03,30000,72000.0,102000.0,565462.26,667462.26
1992-01-02-2007-01-03,30000,72000.0,102000.0,429811.23,531811.23
1993-01-04-2008-01-04,30000,72000.0,102000.0,345765.71,447765.71
1994-01-03-2009-01-05,30000,72000.0,102000.0,-8810.76,93189.24
1995-01-03-2010-01-04,30000,72000.0,102000.0,26607.65,128607.65
1996-01-02-2011-01-03,30000,72000.0,102000.0,2049.04,104049.04
1997-01-02-2012-01-03,30000,72000.0,102000.0,-26115.33,75884.67
1998-01-02-2013-01-02,30000,72000.0,102000.0,-15282.38,86717.62
1999-01-04-2014-01-06,30000,72000.0,102000.0,39013.75,141013.75
2000-01-03-2015-01-05,30000,72000.0,102000.0,69913.92,171913.92
2001-01-02-2016-01-04,30000,72000.0,102000.0,66726.56,168726.56
2002-01-02-2017-01-03,30000,72000.0,102000.0,137877.39,239877.39
2003-01-02-2018-01-02,30000,72000.0,102000.0,368356.93,470356.93
2004-01-02-2019-01-02,30000,72000.0,102000.0,186485.59,288485.59
2005-01-03-2020-01-03,30000,72000.0,102000.0,397674.16,499674.16
2006-01-03-2021-01-04,30000,72000.0,102000.0,404596.09,506596.09
2007-01-03-2022-01-03,30000,72000.0,102000.0,800854.53,902854.53
2008-01-02-2023-01-03,30000,72000.0,102000.0,287159.22,389159.22
2009-01-02-2024-01-02,30000,72000.0,102000.0,1156017.15,1258017.15
2010-01-04-2025-01-06,30000,72000.0,102000.0,1461733.09,1563733.09
