SP500 osnoven more padet 4.0% da kupimo 2x,in osnoven more padet 8.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1991-01-02-2006-01-03,30000,72000.0,102000.0,569613.39,671613.39
1992-01-02-2007-01-03,30000,72000.0,102000.0,432962.12,534962.12
1993-01-04-2008-01-04,30000,72000.0,102000.0,348887.92,450887.92
1994-01-03-2009-01-05,30000,72000.0,102000.0,-8615.66,93384.34
1995-01-03-2010-01-04,30000,72000.0,102000.0,26183.61,128183.61
1996-01-02-2011-01-03,30000,72000.0,102000.0,1731.64,103731.64
1997-01-02-2012-01-03,30000,72000.0,102000.0,-26513.89,75486.11
1998-01-02-2013-01-02,30000,72000.0,102000.0,-15467.14,86532.86
1999-01-04-2014-01-06,30000,72000.0,102000.0,38910.78,140910.78
2000-01-03-2015-01-05,30000,72000.0,102000.0,70122.28,172122.28
2001-01-02-2016-01-04,30000,72000.0,102000.0,67727.42,169727.42
2002-01-02-2017-01-03,30000,72000.0,102000.0,138967.77,240967.77
2003-01-02-2018-01-02,30000,72000.0,102000.0,368939.95,470939.95
2004-01-02-2019-01-02,30000,72000.0,102000.0,187523.89,289523.89
2005-01-03-2020-01-03,30000,72000.0,102000.0,398203.82,500203.82
2006-01-03-2021-01-04,30000,72000.0,102000.0,405222.25,507222.25
2007-01-03-2022-01-03,30000,72000.0,102000.0,798541.35,900541.35
2008-01-02-2023-01-03,30000,72000.0,102000.0,287918.44,389918.44
2009-01-02-2024-01-02,30000,72000.0,102000.0,1152516.52,1254516.52
2010-01-04-2025-01-06,30000,72000.0,102000.0,1452114.98,1554114.98
