SP500 osnoven more padet 3.0% da kupimo 2x,in osnoven more padet 7.000000000000001% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1972-01-03-1987-01-05,30000,72000.0,102000.0,568243.36,670243.36
1973-01-02-1988-01-04,30000,72000.0,102000.0,311281.17,413281.17
1974-01-02-1989-01-03,30000,72000.0,102000.0,407719.29,509719.29
1975-01-02-1990-01-02,30000,72000.0,102000.0,1631810.56,1733810.56
1976-01-02-1991-01-02,30000,72000.0,102000.0,629189.44,731189.44
1977-01-03-1992-01-03,30000,72000.0,102000.0,945589.61,1047589.61
1978-01-03-1993-01-04,30000,72000.0,102000.0,1149780.32,1251780.32
1979-01-02-1994-01-03,30000,72000.0,102000.0,1279408.17,1381408.17
1980-01-02-1995-01-03,30000,72000.0,102000.0,909160.4,1011160.4
1981-01-02-1996-01-02,30000,72000.0,102000.0,1410095.69,1512095.69
1982-01-04-1997-01-06,30000,72000.0,102000.0,2709481.11,2811481.11
1983-01-03-1998-01-05,30000,72000.0,102000.0,3819382.97,3921382.97
1984-01-03-1999-01-04,30000,72000.0,102000.0,4562740.68,4664740.68
1985-01-02-2000-01-03,30000,72000.0,102000.0,6495730.11,6597730.11
1986-01-02-2001-01-02,30000,72000.0,102000.0,2253411.71,2355411.71
1987-01-02-2002-01-02,30000,72000.0,102000.0,1093604.79,1195604.79
1988-01-04-2003-01-06,30000,72000.0,102000.0,517385.0,619385.0
1989-01-03-2004-01-05,30000,72000.0,102000.0,666216.45,768216.45
1990-01-02-2005-01-03,30000,72000.0,102000.0,446597.35,548597.35
1991-01-02-2006-01-03,30000,72000.0,102000.0,576078.97,678078.97
1992-01-02-2007-01-03,30000,72000.0,102000.0,439818.98,541818.98
1993-01-04-2008-01-04,30000,72000.0,102000.0,353130.81,455130.81
1994-01-03-2009-01-05,30000,72000.0,102000.0,-9961.07,92038.93
1995-01-03-2010-01-04,30000,72000.0,102000.0,25009.45,127009.45
1996-01-02-2011-01-03,30000,72000.0,102000.0,592.36,102592.36
1997-01-02-2012-01-03,30000,72000.0,102000.0,-27767.94,74232.06
1998-01-02-2013-01-02,30000,72000.0,102000.0,-16575.55,85424.45
1999-01-04-2014-01-06,30000,72000.0,102000.0,38337.66,140337.66
2000-01-03-2015-01-05,30000,72000.0,102000.0,69849.85,171849.85
2001-01-02-2016-01-04,30000,72000.0,102000.0,66900.7,168900.7
2002-01-02-2017-01-03,30000,72000.0,102000.0,140910.12,242910.12
2003-01-02-2018-01-02,30000,72000.0,102000.0,375047.16,477047.16
2004-01-02-2019-01-02,30000,72000.0,102000.0,190126.95,292126.95
2005-01-03-2020-01-03,30000,72000.0,102000.0,405252.09,507252.09
2006-01-03-2021-01-04,30000,72000.0,102000.0,411932.23,513932.23
2007-01-03-2022-01-03,30000,72000.0,102000.0,813640.92,915640.92
2008-01-02-2023-01-03,30000,72000.0,102000.0,293112.46,395112.46
2009-01-02-2024-01-02,30000,72000.0,102000.0,1180444.96,1282444.96
2010-01-04-2025-01-06,30000,72000.0,102000.0,1494342.11,1596342.11
