SP500 osnoven more padet 6.0% da kupimo 2x,in osnoven more padet 10.0% da kupimo 3x
Datum od kdaj do kdaj,Zacetna investicija,vse mesecne investicije,skupaj vse investicije,koliko smo v plusu oz minusu,koliko imamo vse skupaj
1953-01-02-1968-01-02,30000,72000.0,102000.0,974771.73,1076771.73
1954-01-04-1969-01-06,30000,72000.0,102000.0,1337902.94,1439902.94
1955-01-03-1970-01-05,30000,72000.0,102000.0,358364.59,460364.59
1956-01-03-1971-01-04,30000,72000.0,102000.0,174803.38,276803.38
1957-01-02-1972-01-03,30000,72000.0,102000.0,232971.83,334971.83
1958-01-02-1973-01-02,30000,72000.0,102000.0,544402.67,646402.67
1959-01-02-1974-01-02,30000,72000.0,102000.0,95332.68,197332.68
1960-01-04-1975-01-06,30000,72000.0,102000.0,-22747.35,79252.65
1961-01-03-1976-01-05,30000,72000.0,102000.0,37123.56,139123.56
1962-01-02-1977-01-03,30000,72000.0,102000.0,47950.7,149950.7
1963-01-02-1978-01-03,30000,72000.0,102000.0,19912.02,121912.02
1964-01-02-1979-01-02,30000,72000.0,102000.0,1929.11,103929.11
1965-01-04-1980-01-04,30000,72000.0,102000.0,12301.03,114301.03
1966-01-03-1981-01-05,30000,72000.0,102000.0,93691.36,195691.36
1967-01-03-1982-01-04,30000,72000.0,102000.0,51205.5,153205.5
1968-01-02-1983-01-03,30000,72000.0,102000.0,65537.32,167537.32
1969-01-02-1984-01-03,30000,72000.0,102000.0,137613.06,239613.06
1970-01-02-1985-01-02,30000,72000.0,102000.0,149639.78,251639.78
1971-01-04-1986-01-06,30000,72000.0,102000.0,362477.75,464477.75
1972-01-03-1987-01-05,30000,72000.0,102000.0,552078.55,654078.55
1973-01-02-1988-01-04,30000,72000.0,102000.0,304185.37,406185.37
1974-01-02-1989-01-03,30000,72000.0,102000.0,374896.98,476896.98
1975-01-02-1990-01-02,30000,72000.0,102000.0,1545887.42,1647887.42
1976-01-02-1991-01-02,30000,72000.0,102000.0,585536.26,687536.26
1977-01-03-1992-01-03,30000,72000.0,102000.0,827706.46,929706.46
1978-01-03-1993-01-04,30000,72000.0,102000.0,1049072.53,1151072.53
1979-01-02-1994-01-03,30000,72000.0,102000.0,1213557.99,1315557.99
1980-01-02-1995-01-03,30000,72000.0,102000.0,867580.45,969580.45
1981-01-02-1996-01-02,30000,72000.0,102000.0,1310736.97,1412736.97
1982-01-04-1997-01-06,30000,72000.0,102000.0,2496093.39,2598093.39
1983-01-03-1998-01-05,30000,72000.0,102000.0,3615304.42,3717304.42
1984-01-03-1999-01-04,30000,72000.0,102000.0,4245630.22,4347630.22
1985-01-02-2000-01-03,30000,72000.0,102000.0,6275022.14,6377022.14
1986-01-02-2001-01-02,30000,72000.0,102000.0,2141540.36,2243540.36
1987-01-02-2002-01-02,30000,72000.0,102000.0,1042542.73,1144542.73
1988-01-04-2003-01-06,30000,72000.0,102000.0,500223.48,602223.48
1989-01-03-2004-01-05,30000,72000.0,102000.0,643442.96,745442.96
1990-01-02-2005-01-03,30000,72000.0,102000.0,423052.07,525052.07
1991-01-02-2006-01-03,30000,72000.0,102000.0,562956.85,664956.85
1992-01-02-2007-01-03,30000,72000.0,102000.0,425625.69,527625.69
1993-01-04-2008-01-04,30000,72000.0,102000.0,342415.86,444415.86
1994-01-03-2009-01-05,30000,72000.0,102000.0,-6868.64,95131.36
1995-01-03-2010-01-04,30000,72000.0,102000.0,28272.84,130272.84
1996-01-02-2011-01-03,30000,72000.0,102000.0,3829.56,105829.56
1997-01-02-2012-01-03,30000,72000.0,102000.0,-24225.29,77774.71
1998-01-02-2013-01-02,30000,72000.0,102000.0,-13321.04,88678.96
1999-01-04-2014-01-06,30000,72000.0,102000.0,40328.87,142328.87
2000-01-03-2015-01-05,30000,72000.0,102000.0,70346.09,172346.09
2001-01-02-2016-01-04,30000,72000.0,102000.0,68159.49,170159.49
2002-01-02-2017-01-03,30000,72000.0,102000.0,136370.95,238370.95
2003-01-02-2018-01-02,30000,72000.0,102000.0,362639.1,464639.1
2004-01-02-2019-01-02,30000,72000.0,102000.0,184068.55,286068.55
2005-01-03-2020-01-03,30000,72000.0,102000.0,388228.09,490228.09
2006-01-03-2021-01-04,30000,72000.0,102000.0,397057.74,499057.74
2007-01-03-2022-01-03,30000,72000.0,102000.0,776600.39,878600.39
2008-01-02-2023-01-03,30000,72000.0,102000.0,277461.28,379461.28
2009-01-02-2024-01-02,30000,72000.0,102000.0,1128279.19,1230279.19
2010-01-04-2025-01-06,30000,72000.0,102000.0,1408293.05,1510293.05
